localID,pid,fields,dx,dy,dz,dpitch,dyaw,droll,comment
hiddenArchway--Joey--VMNCNUVKXNBQOHQSJPIFIIEQTNTQ--1687462648--BP_ArchwayFind_C /Game/ASophia/Maps/TestingSubmaps/RedwoodsPlacement/Redwoods_Joey.Redwoods_Joey:PersistentLevel.BP_ArchwayFind473,15303,ActorTransform,90,135,0,0,90,0,blocks a florb
Monument1_C--jbard--HFBSGJSUGUTZLYBSDKDXLZREXVFL--1667853836--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument31_60,-1,monumentTransform,40,0,-60,0,0,0,scaling fixed; position adjusted a bit
Monument1_C--jbard--WTZWMWVQWBWWNPIMPJXDHAYVCSEQ--1667853836--Monument1_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.Monument24,-1,monumentTransform,0,0,-40,0,0,0,scaling fixed; position adjusted a bit
BP_Matchbox_C--jbard--KUSECSTMVIIUASWIYCTIQTMEFCHD--1664492660--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox43,10053,Mesh2Transform,-80,320,0,0,0,0,interferes with florb 10350 a bit
seek5--jbard--NOVWZYUOVWILYAJXHSENETSSNSSX--1666106084--BP_Seek5_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralSeek5.CentralSeek5:PersistentLevel.BP_Seek5_26,10438,DuplicateTransform-2,0,0,50,0,0,0,relic inside red matchbox 10082
hiddenCube--jonat--NDVFFRNOTJFFICIOALHGEOVZETXE--1677691042--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/CentralPlacement/CentralJonathan.CentralJonathan:PersistentLevel.BP_HiddenCube_C_247,13261,ActorTransform,100,0,445,-20,20,-50,also inside matchbox 10079
BP_Matchbox_C--Danae--WRXZMJFMXQXFMTBSCOVYOBSIKNJB--1660588794--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox_C_1,9942,Mesh2Transform,-1130,5,5,0,-15,0,florb 10382
BP_Matchbox_C--Danae--WRXZMJFMXQXFMTBSCOVYOBSIKNJB--1660588794--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox_C_1,9942,Mesh1Transform,0,0,15,0,0,0,unstick from the ground
BP_ArchwayFind_C--jbard--QNAMTDKDXAJZCONPJKYGMWSAMAIV--1664491208--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralArchwaysFind.CentralArchwaysFind:PersistentLevel.BP_ArchwayFind183,9313,ActorTransform,-360,-400,0,0,0,0,florb
BP_ArchwayFind_C--jbard--QOOYQLDMYDUEOAJWQQQTNSRSRLEJ--1664491208--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralArchwaysFind.CentralArchwaysFind:PersistentLevel.BP_ArchwayFind171,9330,ActorTransform,-560,200,200,0,0,0,florb
BP_RacingRings_C--jbard--XEFTLXBZOZFIJOJLZBFGYNROXAGU--1666264990--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralRacingRings.CentralRacingRings:PersistentLevel.BP_RacingRings24_22,10397,StartingPlatformTransform,-70,80,-1,0,0,0,start stuck in walls
BP_RacingRings_C--jbard--XMPYLZTHIKYOWASGHSVQAWHUPPRT--1666264990--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralRacingRings.CentralRacingRings:PersistentLevel.BP_RacingRings23_21,10402,StartingPlatformTransform,50,-60,-1,0,0,0,start stuck in walls
hiddenArchway--alyss--KEYZCGAOAKWXPXSXBSYFBMTPMNNG--1673348721--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralArchwaysFind.CentralArchwaysFind:PersistentLevel.BP_ArchwayFind288,9198,ActorTransform,30,-20,0,0,0,0,glidering nicer
hiddenCube--jonat--JKUIKKKKYCENSPTRTFBPCTNAMKRJ--1677688728--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/CentralPlacement/CentralJonathan.CentralJonathan:PersistentLevel.BP_HiddenCube117,13202,ActorTransform,560,530,-453,0,0,0,stuck in matchbox
hiddenCube--jonat--RIADYHGFZWVGWGSXPCUPJWXSEZHT--1677673059--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/CentralPlacement/CentralJonathan.CentralJonathan:PersistentLevel.BP_HiddenCube88,13380,ActorTransform,30,0,610,0,80,0,stuck in matchbox
BP_RacingRings_C--jbard--EKZKJXMDMDTYKZINFZXTNZKHYCOI--1666264990--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralRacingRings.CentralRacingRings:PersistentLevel.BP_RacingRings15_13,10414,StartingPlatformTransform,100,-100,10,0,15,0,florb
seek5--jbard--ZYXJPZZFLHEVOBVUMHEIHAAJSVKO--1666106084--BP_Seek5_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralSeek5.CentralSeek5:PersistentLevel.BP_Seek5_12,10452,ActorTransform,0,0,-30,0,0,0,florb
followTheShiny--jbard--MXGDHNSFIORFJFMCMYEGDLCJHYCF--1666024276--BP_FollowTheShiny_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralFollowTheShiny.CentralFollowTheShiny:PersistentLevel.BP_FollowTheShiny_21,9399,ActorTransform,0,0,30,0,0,0,slight bump; works better
seek5--jbard--UQDNWJYYFVRJBPSZVLHRDLDTAFQR--1666106084--BP_Seek5_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralSeek5.CentralSeek5:PersistentLevel.BP_Seek5_22,10441,CentralPillarTransform,-50,-200,0,0,0,0,just nicer a bit
BP_RacingRings_C--jbard--APYFLLXMZLJYXRQRZXPVVQIYQYXW--1666264990--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralRacingRings.CentralRacingRings:PersistentLevel.BP_RacingRings12_10,10410,OriginalTransform,0,0,-130,0,0,0,this glide ring always felt really broken to me especially for an early zone; I either fixed it or made it easier; either is fine
SlabSocket_C--jonat--LFGPAXXJEXVZCYFVLCQSKLMSVMLR--1681748341--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandEscarpment/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.SlabSocket8,-1,monumentTransform|PuzzleBoxLocation,20,210,-1,0,0,0,slightly larger slabsocket now
SlabSocket_C--jbard--AVHFOKBQULBYXCGFFSPSBWQFXMEO--1679963602--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandEscarpment/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.SlabSocket5,-1,monumentTransform|PuzzleBoxLocation,20,-10,0,0,0,0,slightly larger slabsocket now
SlabSocket_C--alyss--FSOTMDRPDCLLGHAETOHLQZUVXHNM--1679313245--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket5,-1,monumentTransform|PuzzleBoxLocation,-33,-27,1,0,0,0,slightly larger slabsocket now
hiddenCube--jonat--XLQUTRZLXIXGEWSIOUGETCMXFJRW--1677688192--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/CentralPlacement/CentralJonathan.CentralJonathan:PersistentLevel.BP_HiddenCube109,13189,ActorTransform,-600,-433,5,0,-10,0,inside matchbox 10079
hiddenCube--jonat--RANHWJOXUWMQIELJHGYJZRYWTHYF--1677690030--BP_HiddenCube_C /Game/ASophia/Maps/TestingSubmaps/CentralPlacement/CentralJonathan.CentralJonathan:PersistentLevel.BP_HiddenCube140,13234,ActorTransform,303,285,100,0,0,0,cube submerged into a matchbox close to verdant border; moved it onto the building nearby
BP_ArchwayFind_C--jbard--DPIRELZLZCEMZQNAYYCMPGJCSJJU--1664491208--BP_ArchwayFind_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralArchwaysFind.CentralArchwaysFind:PersistentLevel.BP_ArchwayFind165,9323,ActorTransform,55,10,0,0,0,0,florb
BP_Matchbox_C--jbard--PGZBNKGQQNLCOOHXPKXRUDZOVKSC--1664492660--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox56,10042,Mesh1Transform,1,29,5,0,0,0,florb; warning: parent rotation
BP_RacingRings_C--jbard--APYFLLXMZLJYXRQRZXPVVQIYQYXW--1666264990--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralRacingRings.CentralRacingRings:PersistentLevel.BP_RacingRings12_10,10410,StartingPlatformTransform,20,-20,0,0,0,0,florb deactivates
BP_RacingRings_C--jbard--GUODUFXHHEQBLEEKJAVWPRPRHAGE--1666264990--BP_RacingRings_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralRacingRings.CentralRacingRings:PersistentLevel.BP_RacingRings11_9,10411,StartingPlatformTransform,0,0,25,0,0,0,unstick from the ground
matchbox--jbard--OITAABHXCJPLSVSGQVDOFSEEPUVB--1673498056--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox133_47,10146,Mesh2Transform,1,0,-109,0,0,0,move inside the pillar
matchbox--jbard--ZBWWQHOCCDPLPCXEZYNMVOIKGGNK--1673498056--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox135_49,10164,Mesh1Transform,2,0,-108,0,0,0,move inside the pillar
matchbox--jbard--WYHZXRAJGZKCJXJBRGYFJPNUIEBU--1673498056--BP_Matchbox_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralPuzzles/CentralMatchboxes.CentralMatchboxes:PersistentLevel.BP_Matchbox142_56,10139,Mesh1Transform,0,-1,-109,0,0,0,move inside the pillar
